0.456553,0.889696
0.963759,0.266775
0.451994,-0.892021
-0.531132,-0.847289
-0.699593,-0.714542
-0.994592,-0.10386
0.431199,-0.902257
0.880214,-0.474577
0.950859,0.309625
-0.761359,0.64833
-0.404226,0.914659
-0.998775,-0.0494887
0.815727,-0.578438
-0.775345,0.631538
-0.427585,-0.903975
-0.486046,-0.873933
-0.945188,0.326525
0.915501,-0.402316
-0.888608,-0.458668
0.983867,-0.178899
-0.560657,0.828048
0.910635,0.413211
-0.976531,-0.215377
-0.805205,0.592996
-0.265066,-0.96423
0.661833,0.749651
0.938845,0.34434
0.850399,-0.526139
-0.258701,0.965957
0.984229,0.176899
0.969358,-0.245652
-0.994862,-0.101237
0.288804,-0.957388
-0.823707,0.567016
-0.922394,-0.386251
-0.66034,0.750967
0.538624,0.842546
-0.9712,-0.238268
-0.943479,0.331432
0.966398,0.25705
-0.937305,0.34851
-0.354778,0.93495
0.22543,-0.974259
0.739427,-0.673237
-0.186814,0.982395
0.111645,0.993748
0.195438,-0.980716
0.994452,-0.105188
0.801668,-0.59777
-0.581614,0.813465
-0.634248,0.77313
-0.995677,0.0928877
-0.118111,0.993
0.670995,-0.741462
0.555076,0.8318
-0.930975,-0.365083
0.988626,0.150396
-0.0146869,0.999892
0.973374,0.229224
-0.49467,-0.869081
-0.995602,-0.0936866
0.924419,0.381378
0.993382,0.114853
-0.609812,0.792546
-0.230475,0.973078
-0.178918,-0.983864
0.255083,0.966919
-0.0179348,-0.999839
0.667758,0.744379
0.0941069,-0.995562
0.887276,-0.461239
0.789163,0.614184
-0.964146,0.265371
-0.443459,-0.896295
-0.882618,-0.470091
-0.514145,-0.857703
-0.525314,-0.850908
-0.711761,0.702422
0.967698,0.252112
-0.756492,0.654003
0.936414,0.350898
0.524603,0.851347
-0.829004,0.559243
-0.667513,0.744598
-0.999315,-0.0369964
-0.959831,-0.280577
0.99733,0.0730297
0.298211,0.9545
-0.999207,-0.0398136
0.65165,0.758519
-0.986115,0.166067
0.900532,-0.43479
0.950988,0.309229
-0.336996,-0.941506
-0.995747,-0.0921341
0.984897,-0.173142
-0.241684,-0.970355
0.00670924,0.999977
-0.0654224,0.997858
-0.329788,0.944055
-0.453,0.891511
0.916298,0.400498
0.243474,-0.969907
0.700373,0.713777
-0.342581,0.939488
0.796838,-0.604192
0.331606,-0.943418
0.870851,-0.491548
-0.964294,0.264836
-0.245963,0.969279
-0.511437,0.859321
-0.968296,-0.249808
-0.0976143,0.995224
